# Simple Perfect	Compound Perfect	Contingent	Compound Imperfect	Jussive	Imperative	Gerund	Infinitive	Participle	Translation	Verb Type
አለቃቀ፟መ	አለቃቅሟል	ያለቃቅም	ያለቃቅ፟ማል	ያለ፟ቃቅም	አለ፟ቃቅም	አለ፟ቃቅሞ	ማለ፟ቃቀም	አለ፟ቃቃሚ	cause to pick a little	t
አለ፟ቃቀ፟መ	አለ፟ቃቅሟል	ያለ፟ቃቅም	ያለ፟ቃቅ፟ማል	ያለ፟ቃቅም	አለ፟ቃቅም	አለ፟ቃቅሞ	ማለ፟ቃቀም	አለ፟ቃቃሚ	help to pick	t
አለ፟በ	አልቧል	ያልብ	ያልባል	ይለብ	እለብ	አልቦ	ማለብ	አላቢ	milk	t
አለበ፟ሰ	አልብሷል	ያለብስ	ያለብሳል	ያልብስ	አልብስ	አልብሶ	ማልበስ	አልባሽ	dress	t
አለ፟ፈ	አልፏል	ያልፍ	ያልፋል	ይለፍ	እለፍ	አልፎ	ማለፍ	አላፊ	pass	t
አማ፟	አምቷል	ያማ	ያማል	ይማ	እማ	አምቶ	ማማት	አሚ	slander	t
አመ፟ላለ፟ሰ	አመ፟ላልሷል	ያመ፟ላልስ	ያመ፟ላልሳል	ያመ፟ላልስ	አመ፟ላልስ	አመ፟ላልሶ	ማመ፟ላለስ	አመ፟ላላሽ	fetch and carry	t
አመለከ፟ተ	አመልክቷል	ያመለክ፟ት	ያመለክ፟ታል	ያመልክት	አመልክት	አመልክቶ	ማመልከት	አመልካች	indicate	t
አመ፟መ	አሟ፟ል	ያም፟ም ያም፟	ያማ፟ል	ይመም		አሞ፟	ማመም		ache	i
አማረ	አምሯል	ያምር	ያምራል	ይመር		አምሮ	ማማር	አማሪ	be pleasant	i
አማ፟ሰ፟ለ	አማ፟ስሏል	ያማ፟ስ፟ል	ያማ፟ስ፟ላል	ያማ፟ስል	አማ፟ስል	አማ፟ስሎ	መማ፟ሰል	አማ፟ሳይ	stir	t
አመሰገ፟ነ	አመስግኗል	ያመሰግ፟ን	ያመሰግ፟ናል	ያመስግን	አመስግን	አመስግኖ	ማመስገን	አመስጋኝ	praise	t
አሞቀ	አሙቋል	ያሞቅ	ያሞቃል	ያሙቅ	አሙቅ	አሙቆ	ማሞቅ	አሟቂ	warm	t
አምበረከከ	አምበርክኳል	ያምበረክክ	ያምበረክካል	ያምበርክክ	አምበርክክ	አምበርክኮ	ማምበርከክ	አምበርካኪ	cause to kneel	t
አመ፟ነ	አምኗል	ያምን	ያምናል	ይመን	እመን	አምኖ	ማመን	አማኝ	believe	t
አሞኘ፟	አሞኝ፟ቷል	ያሞኝ	ያሞኛ፟ል	ያሞኝ	አሞኝ	አሞኝ፟ቶ	ማሞኘት	አሞኝ ፤ አሞኚ፟	deceive	t
አመ፟ጠ	አም፟ጧል	ያም፟ጥ	ያም፟ጣል	ያም፟ጥ	አም፟ጥ	አም፟ጦ	ማመ፟ጥ	አማ፟ጭ	rebel	i
አመጣ፟	አምጥቷል	ያመጣ	ያመጣል	ያምጣ	አምጣ	አምጥቶ	ማምጣት	አምጭ -ጪ	bring	t
አረ፟መ	አር፟ሟል	ያር፟ም	ያር፟ማል	ያር፟ም	አር፟ም	አር፟ሞ	ማረ፟ም	አራ፟ሚ	weed	t
አረ፟ራቀ	አረ፟ርቋል	ያረ፟ርቅ	ያረ፟ርቃል	ያረ፟ርቅ	አረ፟ርቅ	አረ፟ርቆ	ማረ፟ራቅ	አረ፟ራቂ	separate	t
አራ፟ራቀ	አራ፟ርቋል	ያራ፟ርቅ	ያራ፟ርቃል	ያራ፟ርቅ	አራ፟ርቅ	አራ፟ርቆ	ማራ፟ራቅ	አራ፟ራቂ	separate	t
አረ፟ሰ	አርሷል	ያርስ	ያርሳል	ይረስ	እረስ	አርሶ	ማረስ	አራሽ	plough	t
አረ፟ቀ	አር፟ቋል	ያር፟ቅ	ያር፟ቃል	ያር፟ቅ	አር፟ቅ	አር፟ቆ	ማረ፟ቅ	አራ፟ቂ	straighten	t
አረ፟ደ	አርዷል	ያርድ	ያርዳል	ይረድ	እረድ	አርዶ	ማረድ	አራጅ	slaughter	t
አረጀ፟ 2nd አረጀ፟ህ	አርጅቷል	ያረጅ	ያረጃል			አርጅቶ	ማርጀት	አርጅ -ጂ	grow old	i
አረ፟ገ፟በ 	አርግቧል	ያረ፟ግብ	ያረ፟ግባል	ያርግብ	አርግብ	አርግቦ	ማርገብ	አርጋቢ	loosen	t
አራ፟ገ፟በ	አራ፟ግቧል	ያራ፟ግ፟ብ	ያራ፟ግ፟ባል	ያራ፟ግብ	አራ፟ግብ	አራ፟ግቦ	ማራ፟ገብ	አራ፟ጋቢ	wave	t
አርገበገ፟በ	አርገብግቧል	ያርገበግብ	ያርገበግባል	ያርገብግብ	አርገብግብ	አርገብግቦ	ማርገብገብ	አርገብጋቢ	flutter	t
አራ፟ገ፟ፈ	አራ፟ግፏል	ያራ፟ግ፟ፍ	ያራ፟ግ፟ፋል	ያራ፟ግፍ	አራ፟ግፍ	አራ፟ግፎ	ማራ፟ገፍ	አራ፟ጋፊ	unsaddle	t
አረ፟ፈ	አርፏል	ያርፍ	ያርፋል	ይረፍ	እረፍ	አርፎ	ማረፍ	አራፊ	rest	i
አስለቀ፟መ	አስለቅ፟ሟል	ያስለቅ፟ም	ያስለቅ፟ማል	ያስለቅ፟ም	አስለቅ፟ም	አስለቅ፟ሞ	ማስለቀ፟ም	አስለቃ፟ሚ	cause to gather	t
አሰለ፟ፈ 	አሰ፟ል፟ፏል	ያሰ፟ል፟ፍ	ያሰ፟ል፟ፋል	ያሰ፟ል፟ፍ	አሰ፟ል፟ፍ	አሰ፟ል፟ፎ	ማሰ፟ለ፟ፍ	አሰ፟ላ፟ፊ	parade	t
አሳለ፟ፈ	አሳል፟ፏል	ያሳል፟ፍ	ያሳል፟ፋል	ያሳል፟ፍ	አሳል፟ፍ	አሳል፟ፎ	ማሳለ፟ፍ	አሳላ፟ፊ	let pass	t
አሰ፟ማ፟	አሰ፟ም፟ቷል	ያሰ፟ማ፟	ያሰ፟ማ፟ል	ያሰ፟ማ፟	አሰ፟ማ፟	አሰ፟ም፟ቶ	ማሰ፟ማ፟ት	አሰ፟ሚ፟	cause to hear	t
አሳመ፟መ	አሳም፟ሟል	ያሳም፟ም	ያሳም፟ማል	ያሳም፟ም	አሳም፟ም	አሳም፟ሞ	ማሳመ፟ም	አሳማ፟ሚ	hurt	t
አሰ፟መረ፟ 2nd ረ፟ህ	አሰ፟መርቷል	ያሰ፟መር፟	ያሰ፟መራል	ያሰ፟መር፟	አሰ፟መር፟	አሰ፟መርቶ	ማሰ፟መረት	አሰ፟ማሪ፟ ፤ አሰ፟ምሪ	take to pasture	t
አሰ፟ማራ፟	አሰ፟ማርቷል	ያሰ፟ማራ፟	ያሰ፟ማራል	ያሰ፟ማራ	አሰ፟ማራ	አሰ፟ማርቶ	ማሰ፟ማራት	አሰ፟ማሪ፟	take to pasture	t
አስመሰ፟ለ 	አስመስ፟ሏል	ያስመስ፟ል	ያስመስ፟ላል	ያስመስ፟ል	አስመስ፟ል	አስመስ፟ሎ	ማስመሰ፟ል	አስመሳ፟ይ	pretend	t
አስመነዘ፟ረ	አስመንዝሯል	ያስመነዝ፟ር	ያስመነዝ፟ራል	ያስመንዝር	አስመንዝር	አስመንዝሮ	ማስመንዘር	አስመንዛሪ	cause to change	t
አሳመ፟ጠ	አሳም፟ጧል	ያሳም፟ጥ	ያሳም፟ጣል	ያሳም፟ጥ	አሳም፟ጥ	አሳም፟ጦ	ማሳመ፟ጥ	አሳማ፟ጭ	cause to rebel	t
አስመጣ፟	አስመጥ፟ቷል	ያስመጣ፟	ያስመጣ፟ል	ያስመጣ፟	አስመጣ፟	አስመጥ፟ቶ	ማስመጣ፟ት	አስመጭ፟ ፟ጪ	cause to come	t
አሰ፟ረ	አስሯል	ያስር	ያስራል	ይሰር	እሰር	አስሮ	ማሰር	አሳሪ	bind	t
አሰ፟ራ፟	አሰ፟ር፟ቷል	ያሰ፟ራ፟	ያሰ፟ራ፟ል	ያሰ፟ራ፟	አሰ፟ራ፟	አሰ፟ር፟ቶ	ማሰ፟ራ፟ት	አሰ፟ሪ፟	employ	t
አሳሰ፟በ	አሳስ፟ቧል	ያሳስ፟ብ	ያሳስ፟ባል	ያሳስ፟ብ	አሳስ፟ብ	አሳስ፟ቦ	ማሳሰ፟ብ	አሳሳ፟ቢ	remind	t
አሰ፟ሳተ	አሰ፟ስቷል	ያሰ፟ስት	ያሰ፟ስታል	ያሰ፟ስት	አሰ፟ስት	አሰ፟ስቶ	ማሰ፟ሳት	አሰ፟ሳች	mistake	t
አሳ፟ሳተ	አሳ፟ስቷል	ያሳ፟ስት	ያሳ፟ስታል	ያሳ፟ስት	አሳ፟ስት	አሳ፟ስቶ	ማሳ፟ሳት	አሳ፟ሳች	mistake	t
አሣ፟ቀ	አሥ፟ቋል	ያሥ፟ቅ	ያሥ፟ቃል	ያሥ፟ቅ	አሥ፟ቅ	አሥ፟ቆ	ማሣ፟ቅ	አሣ፟ቂ	amuse	t
አስቀመ፟ጠ	አስቀም፟ጧል	ያስቀም፟ጥ	ያስቀም፟ጣል	ያስቀም፟ጥ	አስቀም፟ጥ	አስቀም፟ጦ	ማስቀመ፟ጥ	አስቀማ፟ጭ	set	t
አስቀረ፟  2nd አስቀረ፟ህ	አስቀር፟ቷል	ያስቀር፟	ያስቀራ፟ል	ያስቀር፟	አስቀር፟	አስቀር፟ቶ	ማስቀረ፟ት	አስቀሪ፟	delay	t
አስቀረ፟በ	አስቀር፟ቧል	ያስቀር፟ብ	ያስቀር፟ባል	ያስቀር፟ብ	አስቀር፟ብ	አስቀር፟ቦ	ማስቀረ፟ብ	አስቀራ፟ቢ	cause to approach	t
አስቈረ፟ጠ	አስቈር፟ጧል	ያስቈር፟ጥ	ያስቈር፟ጣል	ያስቈር፟ጥ	አስቈር፟ጥ	አስቈር፟ጦ	ማስቈረ፟ጥ	አስቈራ፟ጪ	cause to cut	t
አስቀዘ፟ነ	አስቀዝ፟ኗል	ያስቀዝ፟ን	ያስቀዝ፟ናል			አስቀዝ፟ኖ	ማስቀዘ፟ን	አስቀዛ፟ኝ	cause diarrhoea (to) I	t
አስቀደ፟መ	አስቀድ፟ሟል	ያስቀድ፟ም	ያስቀድ፟ማል	ያስቀድ፟ም	አስቀድ፟ም	አስቀድ፟ሞ	ማስቀደ፟ም	አስቀዳ፟ሚ	put in front	t
አሰ፟በ	አስ፟ቧል	ያስ፟ብ	ያስ፟ባል	ያስ፟ብ	አስ፟ብ	አስ፟ቦ	ማሰ፟ብ	አሳ፟ቢ	suppose	t
አስበራ፟	አስበር፟ቷል	ያስበራ፟	ያስበራ፟ል	ያስበራ፟	አስበራ፟	አስበር፟ቶ	ማስበራ፟ት	አስበሪ፟	cause to light	t
አሰ፟ባበረ፟	አሰ፟ባብሯል	ያሰ፟ባብር	ያሰ፟ባብ፟ራል	ያሰ፟ባብር	አሰ፟ባብር	አሰ፟ባብሮ	ማሰ፟ባበር	አሰ፟ባባሪ	cause to shatter	t
አሳ፟ተ	አስ፟ቷል	ያስ፟ት	ያስ፟ታል	ያስ፟ት	አስ፟ት	አስ፟ቶ	ማሳ፟ት	አሳ፟ች	cause to err	t
አስተማረ	አስተምሯል	ያስተምር	ያስተምራል	ያስተምር	አስተምር	አስተምሮ	ማስተማር	አስተማሪ	teach	t
አስተኛ፟	አስተኝ፟ቷል	ያስተኛ፟	ያስተኛ፟ል	ያስተኛ፟	አስተኛ፟	አስተኝ፟ቶ	ማስተኛ፟ት		send to sleep	t
አስተከ፟ለ	አስተክ፟ሏል	ያስተክ፟ል	ያስተክ፟ላል	ያስተክ፟ል	አስተክ፟ል	አስተክ፟ሎ	ማስተከ፟ል	አስተካ፟ይ	cause to plant	t
አስተካከ፟ለ	አስተካክሏል	ያስተካክል	ያስተካክላል	ያስተካክል	አስተካክል	አስትካክሎ	ማስተካከል	አስተካካይ	equalize	t
አስተዋለ	አስተውሏል	ያስተው፟ል	ያስተው፟ላል	ያስተው፟ል	አስተው፟ል	አስተው፟ሎ	ማስተዋል	አስተዋይ	notice	t
አስታወሰ	አስታው፟ሷል	ያስታው፟ስ	ያስታው፟ሳል	ያስታው፟ስ	አስታው፟ስ	አስታው፟ሶ	ማስታወስ	አስታዋሽ	remind (of)	t
አስታወቀ	አስታው፟ቋል	ያስታው፟ቅ	ያስታው፟ቃል	ያስታው፟ቅ	አስታው፟ቅ	አስታው፟ቆ	ማስታወቅ	አስታዋቂ	inform	t
አስታየ፟ 2nd አስታየ፟ህ	አስታይቷል	ያስታይ	ያስታያል	ያስታይ	አስታይ	አስታይቶ	ማስታየት		cause to be seen	t
አስቸገ፟ረ	አስቸግ፟ሯል	ያስቸግ፟ር	ያስቸግ፟ራል	ያስቸግ፟ር	አስቸግ፟ር	አስቸግ፟ሮ	ማስቸገ፟ር	አስቸጋ፟ሪ	trouble	t
አስነሣ፟	አስነሥ፟ቷል	ያስነሣ፟	ያስነሣ፟ል	ያስነሣ፟	አስነሣ፟	አስነሥ፟ቶ	ማስነሣ፟ት	አስነሽ፟	rouse	t
አስ፟ናበ፟ተ	አሰ፟ናብቷል	ያሰ፟ናብት	ያስ፟ናብታል	ያሰ፟ናብት	አሰ፟ናብት	አሰ፟ናብቶ	ማሰ፟ናበት	አስ፟ናባች	dismiss	t
አሰ፟ናዳ፟	አሰ፟ናድቷል	ያሰ፟ናዳ፟	ያሰ፟ናዳ፟ል	ያሰ፟ናዳ	አሰ፟ናዳ	አሰ፟ናድቶ	ማሰ፟ናዳት	አሰ፟ናጅ	prepare	t
አሰ፟ኘ፟ 2nd አሰ፟ኘ፟ህ	አሰ፟ኝ፟ቷል	ያሰ፟ኝ፟	ያሰ፟ኛ፟ል	ያሰ፟ኝ፟	አሰ፟ኝ፟	አሰ፟ኝ፟ቶ	ማሰ፟ኘ፟ት		cause to be 	t
አሳከ፟ለ	አሳክ፟ሏል	ያሳክ፟ል	ያሳክ፟ላል	ያሳክ፟ል	አሳክ፟ል	አሳክ፟ሎ	ማሳከ፟ል	አሳካ፟ይ	cause to increase	t
አስከለከ፟ለ	አስከልክሏል	ያስከለክ፟ል	ያስከልክ፟ላል	ያስከለክል	አስከልክል	አስከልክሎ	ማስከልከል	አስከልካይ	cause to hinder	t
አስካ፟ካ	አስካክቷል	ያስካ፟ካ	ያስካ፟ካል			አስካክቶ	ማስካካት		neigh	t
አስኬደ	አስኬዷል	ያስኬድ	ያስኬዳል	ያስኪድ	አስኪድ	አስኬዶ	ማስኬድ	አስካጅ	let pass	t
አስከፈ፟ለ	አስከፍ፟ሏል	ያስከፍ፟ል	ያስከፍ፟ላል	ያስከፍ፟ል	አስከፍ፟ል	አስከፍ፟ሎ	ማስከፈ፟ል	አስከፋ፟ይ	cause to divide	t
አስኼደ	አስኺዷል	ያስኼድ	ያስኼዳል	ያስኺድ	አስኺድ	አስኺዶ	ማስኼድ	ያስኺያጅ	let pass	t
አስወሰ፟ደ	አስወስ፟ዷል	ያስወስ፟ድ	ያስወስ፟ዳል	ያስወስ፟ድ	አስወስ፟ድ	አስወስ፟ዶ	ማስወሰ፟ድ	አስወሳ፟ጅ	cause to remove	t
አሳየ፟ 2nd አሳየ፟ህ	አሳይ፟ቷል	ያሳይ፟	ያሳያ፟ል	ያሳይ	አሳይ	አሳይ፟ቶ	ማሳየ፟ት	አሳዪ፟	show	t
አስያዘ	አስይዟል	ያስይዝ	ያስይዛል	ያስይዝ	አስይዝ	አስይዞ	ማስያዝ	አስያዢ	cause to catch	t
አስደረ፟ገ	አስደር፟ጓል	ያስደር፟ግ	ያስደር፟ጋል	ያስደር፟ግ	አስደር፟ግ	አስደር፟ጎ	ማስደረ፟ግ	አስደራ፟ጊ	cause to do	t
አሳደ፟ገ	አሳድ፟ጓል	ያሳድ፟ግ	ያሳድ፟ጋል	ያሳድ፟ግ	አሳድ፟ግ	አሳድ፟ጎ	ማሳደ፟ግ	አሳዳ፟ጊ	rear	t
አስገደ፟ለ	አስገድ፟ሏል	ያስገድ፟ል	ያስገድ፟ላል	ያስገድ፟ል	አስገድ፟ል	አስገድ፟ሎ	ማስገደ፟ል	አስገዳ፟ይ	cause to kill	t
አስጌጠ	አስጊጧል	ያስጌጥ	ያስጌጣል	ያስጊጥ	አስጊጥ	አስጊጦ	ማስጌጥ		adorn	t
አሰጣ፟	አስጥቷል	ያሰጣ	ያሰጣል	ያስጣ	አስጣ	አስጥቶ	ማስጣት	አስጭ	spread out	t
አስጠጋ፟	አስጠግ፟ቷል	ያስጠጋ፟	ያስጠጋ፟ል	ያስጠጋ፟	አስጠጋ፟	አስጠግ፟ቶ	ማስጠጋ፟ት	አስጠጊ፟	cause to lean	t
አሰፋ፟	አስፍቷል	ያሰፋ	ያሰፋል	ያስፋ	አስፋ	አስፍቶ	ማስፋት	አስፊ	extend	t
አስፈ፟ለገ	አስፈል፟ጓል	ያስፈል፟ግ	ያስፈል፟ጋል	ያስፈል፟ግ	አስፈል፟ግ	አስፈል፟ጎ	ማስፈለ፟ግ	አስፈላ፟ጊ	cause to seek	t
አስፈራ፟	አስፈር፟ቷል	ያስፈራ፟	ያስፈራ፟ል	ያስፈራ፟	አስፈራ፟	አስፈር፟ቶ	ማስፈራ፟ት	አስፈሪ፟	frighten	t
አስፈራራ፟	አስፈራርቷል	ያስፈራራ፟	ያስፈራራ፟ል	ያስፈራራ	አስፈራራ	አስፈራርቶ	ማስፈራራት		threaten	t
አስፈታ፟	አስፈትቷል	ያስፈታ፟	ያስፈታ፟ል	ያስፈታ፟	አስፈታ፟	አስፈትቶ	ማስፈታ፟ት	አስፈች፟	cause to untie	t
አሸ፟ 2nd አሸ፟ህ	uses parts of [እ]ሻ								seek	t
አሸ፟ 2nd አሸ፟ህ	አሽቷል	ያሽ	ያሻል	ይሽ	እሽ	አሽቶ	ማሸት		rub	t
አሻቀ፟በ	አሻቅ፟ቧል	ያሻቅ፟ብ	ያሻቅ፟ባል	ያሻቅ፟ብ	አሻቅ፟ብ	አሻቅ፟ቦ	ማሻቀ፟ብ	አሻቃ፟ቢ	turn upwards	i
አሸተ፟ተ	አሽቷ፟ል	ያሸት፟	ያሸታ፟ል	ያሽት፟	አሽት፟	አሽቶ፟	ማሽተት	አሽታች	smell	t
አሸከ፟መ	አሸ፟ክ፟ሟል	ያሸ፟ክ፟ም	ያሸ፟ክ፟ማል	ያሸ፟ክ፟ም	አሸ፟ክ፟ም	አሸ፟ክ፟ሞ	ማሸ፟ከ፟ም	አሸ፟ካ፟ሚ	load	t
አሾ፟ከሾከ	አሾ፟ከሹኳል {ሽኳል}	ያሾከሹክ	ያሾ፟ከሹካል	ያሾ፟ከሹክ [-ሽክ]	አሾ፟ከሹክ [-ሽክ]	አሾ፟ከሹኮ [-ሽኮ]	ማሾ፟ከሾክ	አሾ፟ክሿኪ	talk scandal	i
አሽካ፟ካ	አሽካክቷል	ያሽካ፟ካ	ያሽካካ፟ል			አሽካክቶ	ማሽካካት		cluck	i
አሻ፟ገ፟ረ	አሻ፟ግሯል	ያሻ፟ግ፟ር	ያሻ፟ግ፟ራል	ያሻ፟ግር	አሻ፟ግር	አሻ፟ግሮ	ማሻ፟ገር	አሻ፟ጋሪ	take across	t
አቈ፟ላመጠ [አንቈ- G.]	አቈ፟ላምጧል [አንቈ-]	ያቈ፟ላምጥ [ያንቈ-]	ያቈ፟ላምጣል [ያንቈ-]	ያቈ፟ላምጥ [ያንቈ-]	አቈ፟ላምጥ [አንቈ-]	አቈ፟ላምጦ [አንቈ-]	ማቈ፟ላመጥ [ማንቈ-]	አቈ፟ላማጭ [አንቈ-]	caress	t
አቀለ፟ጠ	አቅልጧል	ያቀልጥ	ያቀልጣል	ያቅልጥ	አቅልጥ	አቅልጦ	ማቅለጥ	አቅላጭ	melt	t
አቆመ	አቁሟል	ያቆም	ያቆማል	ያቁም	አቁም	አቁሞ	ማቆም	አቋሚ	station	t
አቅራራ፟	አቅራርቷል	ያቅራራ፟	ያቅራራ፟ል	ያቅራራ	አቅራራ	አቅራርቶ	ማቅራራት	አቅራሪ	chant	i
አቀ፟ራረ፟በ	አቀ፟ራርቧል	ያቀ፟ራር፟ብ	ያቀ፟ራር፟ባል	ያቀ፟ራርብ	አቀ፟ራርብ	አቀ፟ራርቦ	ማቀ፟ራረብ	አቀ፟ራራቢ	put close together	t
አቀረ፟በ	አቅርቧል	ያቅርብ	ያቀርባል	ያቅርብ	አቅርብ	አቅርቦ	ማቅረብ	አቅራቢ	bring near	t
አቈሰ፟ለ	አቍስሏል	ያቈስል	ያቈስላል	ያቍስል	አቍስል	አቍስሎ	ማቍሰል	አቍሳይ	wound	t
አቀና፟	አቅንቷል	ያቀና	ያቀናል	ያቅና	አቅና	አቅንቶ	ማቅናት	አቅኝ	straighten	t
አቈየ፟ 2nd አቈየ፟ህ etc.	አቈይ፟ቷል	ያቈይ፟	ያቈያ፟ል	ያቈይ፟	አቈይ፟	አቈይ፟ቶ	ማቈየ፟ት		delay	t
አቃ፟ጠ፟ለ	አቃ፟ጥሏል	ያቃ፟ጥ፟ል	ያቃ፟ጥ፟ላል	ያቃ፟ጥል	አቃ፟ጥል	አቃ፟ጥሎ	ማቃ፟ጠል	አቃ፟ጣይ	burn	t
አቀ፟ፈ	አቅፏል	ያቅፍ	ያቅፋል	ይቀፍ	እቀፍ	አቅፎ	ማቀፍ	አቃፊ	embrace	t
አበ፟ለ	አብሏል	ያብል	ያብላል	neg. አይበል	neg. አትበል	አብሎ	ማበል	አባይ	break one's word	i
አበላ፟	አብልቷል	ያበላ	ያበላል	ያብላ	አብላ	አብልቶ	ማብላት	አብይ	feed	t
አበ፟ላሸ፟ 2nd አበ፟ላሸ፟ህ	አበ፟ላሽቷል	ያበ፟ላሽ፟	ያበ፟ላሻ፟ል	ያበ፟ላሽ	አበ፟ላሽ	አበ፟ላሽቶ	ማበ፟ላሸት	አበ፟ላሺ	spoil	t
አበለ፟ጠ	አብልጧል	ያበልጥ	ያበልጣል	ያብልጥ	አብልጥ	አብልጦ	ማብለጥ	አብላጭ	increase	t
አብለጨለ፟ጨ		ያብለጨል፟ጭ	ያብለጨል፟ጫል			አብለጭልጮ	ማብለጭልጭ		glitter	t
አበራ፟	አብርቷል	ያበራ	ያበራል	ያብራ	አብራ	አብርቶ	ማብራት	አብሪ	shine	t
አበ፟ሰ	አብ፟ሷል	ያብ፟ስ	ያብ፟ሳል	ይበስ  ያብስ	እበስ  አብስ	አብ፟ሶ	ማበ፟ስ	አባ፟ሽ	wipe	t
አበሰ፟ለ	አብስሏል	ያብስል	ያበስላል	ያብስል	አብስል	አብስሎ	ማብሰል	አብሳይ	cook	t
አበሰበ፟ሰ	አበስብሷል	ያበሰብ፟ስ	ያበሰብ፟ሳል	ያበስብስ	አበስብስ	አበስብሶ	ማበስበስ	አበስባሽ	wet	t
አበቃ፟	አብቅቷል	ያበቃ	ያበቃል	ያብቃ	አብቃ	አብቅቶ	ማብቃት	አብቂ	finish	t
አበ፟በ	አብ፟ቧል	ያብ፟ብ	ያብ፟ባል	ያብ፟ብ		አብ፟ቦ	ማበ፟ብ	አባ፟ቢ	bloom	t
አበ፟ደ	አብዷል	ያብድ	ያብዳል			አብዶ	ማበድ	አባጅ	be mad 	t
አበደ፟ረ	አበድ፟ሯል	ያበድ፟ር	ያበድ፟ራል	ያበድ፟ር	አበድ፟ር	አበድ፟ሮ	ማበደ፟ር	አበዳ፟ሪ	lend	t
አብጀ፟ 2nd ጀ፟ህ	አበጅ፟ቷል	ያበጅ፟	ያበጃ፟ል	ያብጅ፟	አብጅ፟	አበጅ፟ቶ	ማበጀ፟ት		make   	t
አበ፟ጠ	አብጧል	ያብጥ	ያብጣል	ይበጥ	እበጥ	አብጦ	ማበጥ	አባጭ	swell	i
አበጠ፟ረ	አበጥ፟ሯል	ያበጥ፟ር	ያበጥ፟ራል	ያበጥ፟ር	አበጥ፟ር	አበጥ፟ሮ	ማበጠ፟ር	አበጣ፟ሪ	winnow	t
አታ፟ለ፟ለ	አታ፟ሏ፟ል	ያታ፟ል፟ል	ያታ፟ል፟ላል	ያታ፟ልል	አታ፟ልል	አታ፟ሎ	ማታ፟ለል	አታ፟ላይ	deceive	t
አተ፟መ	አት፟ሟል	ያት፟ም	ያት፟ማል	ያት፟ም	አት፟ም	አት፟ሞ	ማተ፟ም	አታ፟ሚ	seal	t. (=ኀተመ)
አተረ፟ፈ	አትርፏል	ያትርፍ	ያተርፋል	ያትርፍ	አትርፍ	አትርፎ	ማትረፍ	አትራፊ	earn	t
አኖረ	አኑሯል	ያኖር	ያኖራል	ያኑር	አኑር	አኑሮ	ማኖር	አኗሪ	put	t
አነ፟ሰ	አንሷል	ያንስ	ያንሳል	ይነስ		አንሶ	ማነስ	አናሽ	diminish	i
አነሣ፟	አንሥቷል	ያነሣ	ያነሣል	ያነሣ	አንሣ	አንሥቶ	ማንሣት	አንሽ	raise	t
አንሾካሾከ	አንሾካሹኳል [-ሽኳል]	ያንሾካሹክ	ያንሾካሹካል	ያንሾካሹክ	አንሾካሹክ	አንሾካሹኮ	ማንሾካሾክ	አንሾካሿኪ	whisper	t
አነቃ፟	አንቅቷል	ያነቃ	ያነቃል	ያንቃ	አንቃ	አንቅቶ	ማንቃት	አንቂ	wake 	t
አንቀላፋ፟	አንቀላፍቷል	ያንቀላፋ፟	ያንቀላፋ፟ል	ያንቀላፋ	አንቀላፋ	አንቀላፍቶ	ማንቀላፋት	አንቀላፊ	doze	i
አንቀሳቀሰ	አንቀሳቅሷል	ያንቀሳቅስ	ያንቀሳቅሳል	ያንቀሳቅስ	አንቀሳቅስ	አንቀሳቅሶ	ማንቀሳቀስ		move	t
አነበ፟በ	አንብቧል	ያንብ፟	ያነባ፟ል	ያንብብ	አንብብ	አንብቦ	ማንበብ	አንባቢ	read	t
አንኳረ፟ፈ	አንኳርፏል	ያንኳር፟ፍ	ያንኳር፟ፋል	ያንኳርፍ	አንኳርፍ	አንኳርፎ	ማንኳረፍ	አንኳራፊ	snore, purr	i
አነከ፟ሰ 	አንክሷል	ያነክ፟ስ	ያነክ፟ሳል			አንክሶ	ማንከስ	አንካሽ	be lame	i
አንኮሻኮሸ	አንኮሻኩሿል	ያንኮሻኩ፟ሽ	ያንኮሻኩ፟ሻል	ያንኮሻኩሽ	አንኮሻኩሽ	አንኮሻኩሾ	ማንኮሻኮሽ	አንኮሻኳሽ	cause to rustle	t
አንከባለ፟ለ	አንከባሏ፟ል	ያንከባል፟ል	ያንከባልላ፟ል	ያንከብልል	አንከባልል	አንከባሎ፟	ማንከባለል	አንከባላይ	roll	t
አንኳኳ	አንኳኩቷል	ያንኳኳ	ያንኳኳል	ያንኳኳ	አንኳኳ	አንኳኩቶ	ማንኳኳት		clatter	i
አና፟ወጠ	አና፟ውጧል	ያና፟ውጥ	ያና፟ውጣል	ያና፟ውጥ	አና፟ውጥ	አና፟ውጦ	ማና፟ወጥ	አና፟ዋጭ	disturb	t
አነደ፟ደ	አንድዷል	ያነድ፟ድ ያናድ፟	ያነድ፟ዳል ያነደ፟ል	ያንድድ	አንድድ	አንድዶ	ማንደድ	አንዳጅ	kindle	t
አንጐራጐረ		ያንጐራጉ፟ር	ያንጐራጕ፟ራል	ያንጐራጕር	አንጐራጕር	አንጐራጕሮ	ማንጐራጐር	አንጐራጓሪ	hum	t
አነገ፟ተ	አንግቷል	ያነግ፟ት	ያነግ፟ታል	ያንግት	አንግት	አንግቶ	ማንገት	አንጋች	sling over the shoulder	t
