#Amharic Name	Latin Transcription	Alternative Amharic Spelling
ተስፋዝጊ	Täsfa-Zgi	
ተስፋየስ	Täsfa-YYäs	
ተስፋዬ	Täsfayé	
ተስፋይ	Täsfay	
ተሻለ	Täšalä	
ተሻገር	Täšagär	
ተሽከርካሪ	Täškärkari	
ተሽከርካሪዎች	Täškärkariwočč	
ተሾመ	Täšomä	
ተቀባ	Täqäbba	
ተቀባሽ	Täqäbbaš	
ተቀባይ	Täqäbbay	
ተቀታ	Räqäta	
ተቀናቃኝ	Täqänaqañ	
ተቀዳ	Täqädda	
ተቀዳሚ	Täqäddami	
ተቀጥላ	Täqäṭṭella	
ተቃዋሚ	Täqawami	
ተቃውሞ	Täqawmo	
ተቆጣጣሪ	Täqoṭaṭari	
ተቋመ	Täqʷmä	
ተቋም	Täqʷm	
ተበዝባዥ	Täbäzbaz̃	
ተበዳሪ	Täbäddari	
ተበዳይ	Täbädday	
ተባባሪ	Täbabari	
ተባእታይ	Täba'etay	
ተባእት	Täba'et	
ተባይ	Täbay	
ተቻለ	Täčalä	
ተነቃናቂ	Tänäqanaqi	
ተነፋነፍ	Tänäfanäf	
ተናሳሂ	Tänasahi	
ተናኘ	Tänaññä	
ተናካሽ	Tänakaš	
ተናጋሪ	Tänagari	
ተናጠል	Tänaṭäl	
ተንቀሳቃሽ	Tänqäsaqaš	
ተንኮለኛ	Tänkoläñña	
ተንኮል	Tänkol	
ተንዳሆ	Tändaho	
ተአምረ	Tä'ämmerä-	
ተአምር	Tä'ämmer	
ተአበኛ	Tä'äbäñña	
ተአብ	Tä'äb	
ተከላካይ	Täkälakay	
ተከራካሪ	Täkärakari	
ተከሳሽ	Täkässaš	
ተከስተ	Täkästä	
ተከተል	Täkättäl	
ተከታይ	Täkättay	
ተከዜ	Täkkäzé	
ተኪ	Täkké	
ተካ	Täkka	
ተካልኝ	Täkkalleñ	
ተካበ	Täkabä	
ተካበች	Täkabäčč	
ተካነች	Täkanäčč	
ተካፋይ	Täkafay	
ተኬ	Täkké	
ተክለ	Täklä-	
ተክሉ	Täklu	
ተክሊል	Täklil	
ተክላይ	Täklay	
ተክሌ	Täklé	
ተክል	Täkel	
ተክኤ	Täkke'é	
ተኮላ	Täkolla	
ተኸርቁት	Täk̃ärqut	
ተወልደ	Täwäldä-	
ተወካይ	Täwäkkay	
ተወዲዳ	Täwädida	
ተወዳዳሪ	Täwädadari	
ተወዳዳሪዎች	Täwädadariwočč	
ተዋህዶ	Täwahedo	
ተዋበች	Täwabäčč	
ተዋጊ	Täwagi	
ተውላጠ ስም	Täwlaṭä-Sem	
ተውሳከ ግስ	Täwsakä-Gess	
ተውሳካም	Täwsakam	
ተውሳክ	Täwsak	
ተውኔት	Täwenét	
ተውፊቅ	Täwfiq	
ተዘራ	Täzärra	
ተዘዋዋሪ	Täzäwawari	
ተዝካር	Täzkar	
ተደራቢ	Tädärrabi	
ተደነቀ	Tädännäqä	
ተደጋጋሚ	Tädägagami	
ተድላ	Tädla	
ተድባበ	Tädbaä-	
ተድባብ	Tädbab	
ተጂ	Täji	
ተጂባ	Täjiba	
ተገኔ	Tägäné	
ተገንጣይ	Tägänṭay	
ተገኙ	Tägäññu	
ተገኝ	Tägäññ	
ተገድራ	Tägädderra	
ተጋዳይ	Tägaday	
ተጌጠ	Tägéṭä	
ተግሳጽ	Tägsaṣ	
ተግባረ እድ	Tägbarä-Ed	
ተግባሩ	Tägbaru	
ተግባር	Tägbar	
ተጠሪ	Täṭäri	
ተጠራጣሪ	Täṭäraṭari	
ተጠቃሚ	Täṭäqqami	
ተጠባባቂ	Täṭäbabaqi	
ተጠያቂ	Täṭäyyaqi	
ተጨማሪ	Täč̣ämmari	
ተጨቋኝ	Täč̣äqqʷññ	
ተጨባጭ	Täč̣äbbač̣	
ተጫነ	Täč̣anä	
ተጻራሪ	Täṣarari	
ተጽእኖ	Täṣe'eno	
ተፈሪ	Täfäri	
ተፈራ	Täfärra	
ተፈጥሮ	Täfäṭro	
ተፍኪ	Täfki	
ቱሁኔ	Tehuné	
ቱለማ	Tuläma	
ቱሉ	Tullu	
ቱሉ ቦሎ	TulluBollo	
ቱሉማ	Tuluma	
ቱልቱላ	Tultulla	
ቱልት	Tult	
ቱማታ	Tumata	
ቱምሳ	Tumsa	
ቱሩፋት	Terufat	
ቱሬ	Turé	
ቱቢት	Tubit	
ቱባ	Tubba	
ቱቻ	Tučča	
ቱከምቢያ	Tukämbiya	
ቱፈር	Tufär	
ቱፋ	Tufa	
ቱፍታ	Tufta	
ቲማቲም	Timatim	
ቲባ	Tibba	
ቲዮብስታ	Tiyobesta	
ታህሳስ	Tahesas	
ታህታይ	Tahetay	
ታላላቅ	Talallaq	
ታመነ	Tammänä	
ታማኝ	Tammañ	
ታምሩ	Tammeru	
ታምሪያለሽ	Tamriyalläš	
ታምራት	Tammerat	
ታረቀ	Tarräqä	
ታረቀች	Tarräqäčč	
ታረቀኝ	Tarräqäññ	
ታሪኩ	Tariku	
ታሪካዊ	Tarikawi	
ታሪክ	Tarik	
ታሪኳ	Tarikʷ	
ታቦር	Tabor	
ታቦት	Tabot	
ታታሪ	Tatari	
ታች በሌ	TaččBälé	
ታኒካ	Tanika	
ታንኳ	Tankʷ	
ታንጉት	Tangut	
ታከለ	Takkälä	
ታከለልን	Takkälälleñ	
ታከለልኝ	Takkälälleñ	
ታዛቢ	Tazzabi	
ታዛዥ	Tazzaz̃	
ታየ	Tayyä	
ታየች	Tayyäčč	
ታደለ	Taddälä	
ታደለች	Taddäläčč	
ታደሰ	Taddäsä	
ታደሰች	Taddäsäčč	
ታደስች	Taddäsäčč	
ታዲሽ	Taddiš	
ታዳጊ	Taddagi	
ታዴዋስ	Tadéwos	
ታዴዎስ	Tadéwos	
ታጀበ	Tajjäbä	
ታገል	Tagäl	
ታጋሽ	Taggaš	
ታጋይ	Tagay	
ታጠረ	Taṭṭärä	
ታጠቅ	Taṭäq	
ታፈረ	Taffärä	
ታፈሰ	Taffäsä	
ታፈሰች	Taffäsäčč	
ታፈሱ	Taffäsu	
ታፋ	Tafa	
ታፍላ	Tafla	
ቴምብር	Témber	
ቴሶ	Tésso	
ቴዎድሮስ	Téwodros	
ቴዎዶስዮስ	Téwodoseyos	
ቴዎዶድዮስ	Téwodoseyos	
ቴዎፍሎስ	Téwoflos	
ትሁኔ	Tehuné	
ትልም	Telm	
ትምህርተ	Temehertä-	
ትምህርት	Temehert	
ትምባሆ	Tembaho	
ትምክህተኛነት	Temkehetäññannät	
ትምክህት	Temkehet	
ትሩፋት	Terufat	
ትራስ	Teras	
ትራፊ	Terrafi	
ትርሲት	Tersit	
ትርስእት	Terse'et	
ትርንጐ	Terengo	
ትርኪ ምርኪ	TerkiMerki	
ትርካሶ	Terkasso	
ትርጁማን	Terjuman	
ትርጉም	Tergum	
ትርጓሜ	Tergʷmé	
ትርፉ	Terfu	
ትርፌ	Terfé	
ትርፍ	Terf	
ትርፍራፊ	Terefrafi	
ትርፏ	Terfʷ	
ትሰሚያለሽ	Tessämmiyalläš	
ትሰሜ	Tessämé	
ትሳሴ	Tesasé	
ትስሚያለሽ	Tessämmiyalläš	
ትስሜ	Tessämmé	
ትስፍህቴ	Tesfeheté	
ትስፍህት	Tesfehet	
ትበርህ	Tebärreh	
ትበይን	Tebäyyen	
ትቢያ	Tebbiya	
ትብለጥ	Tebläṭ	
ትብብር	Tebebber	
ትችት	Teččet	
ትኋን	Tehʷn	
ትንሳኤ	Tensa'é	
ትንቅንቅ	Teneqneq	
ትንቢት	Tenbit	
ትንተና	Tentäna	
ትንታግ	Tentag	
ትንኝ	Teneññ	
ትንፋሽ	Tenfaš	
ትንፋገም	Tenfagän	
ትንፋገን	Tenfagän	
ትእዛዙ	Te'ezazu	
ትእዛዝ	Te'ezaz	
ትእይንት	Te'eyyent	
ትእግስት	Te'egest	
ትኩ	Tekku	
ትኩሳት	Tekkusat	
ትኩዬ	Tekkuyyé	
ትክትክ	Tekketekk	
ትክክለኛ	Tekekkeläñña	
ትውልድ	Tewledd	
ትውፊቅ	Täwfiq	
ትደነቂያለሽ	Teddännäqiyalläš	
ትደነቅ	Teddännäq	
ትደንቂያለሽ	Teddännäqiyalläš	
ትዳር	Tedar	
ትድባበ	Tädbabä-	
ትድባብ	Tädbaab	
ትገኛ	Ṭeggäñña	
ትጉህ	Teguh	
ትጉባ	Teguba	
ትግል	Tegel	
ትግበርት	Tegbert	
ትጥቅ	Teṭq	
ትፋት	Tefat	
ትፍስህተ	Tefsehetä	
ትፍስህት	Tefsehet	
ቶለሳ	Toläsa	
ቶላ	Tola	
ቶልቻ	Tolča	
ቶሎሳ	Tolosa	
ቶማስ	Tomas	
ቶበተኛ	Tobätäñña	
ቶፊቅ	Tofik	
ቶፊክ	Tofik	
ቶፋ	Tofa	
ቸሀ	Čähä	
ቸልተኛ	Čälletäñña	
ቸልታ	Čälleta	
ቸሩ	Čäru	
ቸርቻሪ	Čärčari	
ቸርነት	Čärennät	
ቸነፈር	Čänäfär	
ቸኮለ	Čekkola	
ቸኮል	Čäkkol	
ቻለው	Čaläw	
ችሎታ	Čelota	
ችሎት	Čelot	
ችርቻሮ	Čerčaro	
ችቦ	Čebbo	
ችካል	Čekal	
ችኮላ	Čekkola	
ችግረኛ	Čeggeräñña	
ችግሬ	Čeggeré	
ችግር	Čegger	
ችግኝ	Čeggeññ	
ችፌ	Čefé	
ችፍርግ	Čefregg	
ኋላ	Hʷla	
ነሀሴ	Nähäsé	
ነሀስ	Nähäs	
ነህምያ	Nähmeya	
ነመራ	Nämära	
ነሚር	Nämir	
ነሲቡ	Näsibu	
ነሲብ	Näsib	
ነስር	Näser	
ነቀምቴ	Näqämté	
ነቀርሳ	Näqärsa	
ነቀዝ	Näqäz	
ነቁጥ	Näwariwočč	
ነቂስ	Näqis	
ነቅንቅ	Näqneq	
ነቅአ ጥበብ	Näqä-Ṭebäb	
ነቅእ ጥበብ	Näq'ä-Ṭebäb	
ነበልባል	Näbälbal	
ነበበ	Näbbäbä	
ነበበች	Näbbäbäčč	
ነቢብ	Näbib	
ነቢየ	Näbiyyä	
ነቢዩ	Näbiyyu	
ነቢያት	Näbiyat	
ነቢይ	Näbiyy	
ነባራዊ	Näbarawi	
ነባር	Näbbar	
ነባቢት	Näbabit	
ነባይ	Näbay	
ነብራይ	Näbray	
ነብር	Näber	
ነብሮ	Näbro	
ነት	Nät	
ነነዌ	Nänäwé	
ነአሚ	Nä'ämi	
ነአኩቶ ለአብ	Nä'äkkutoLä'äb	
ነኢብ	Nä'ib	
ነካሽ	Näkaš	
ነክ	Näkk	
ነዋሪ	Näwari	
ነዋሪዎች	Näwariwočč	
ነውረኛ	Näwräñña	
ነዝናዛ	Näznazza	
ነዲድ	Nädid	
ነዳይ	Näday	
ነዳጅ	Nädaj	
ነዶ	Nädo	
ነጃ	Näjo	
ነጆ	Näjo	
ነገ	Nägä	
ነገሌ	Nägällé	
ነገረ ሰሪ	Nägärä-Säri	
ነገረ በላ	Nägärä-Bälla	
ነገረ ፈጅ	Nägärä-Fäjj	
ነገር	Nägär	
ነገር በላ	Nägärä-Bälla	
ነገሮች	Nägäročč	
ነገሰ	Näggäsä	
ነገስታት	Nägästat	
ነገስት	Nägäst	
ነገዎ	Nägäwo	
ነገደ	Nägädä	
ነጋ	Nägga	
ነጋሪት	Nägarit	
ነጋሲ	Nägasi	
ነጋሳ	Nägasa	
ነጋሽ	Nägaš	
ነጋዴ	Näggadé	
ነጋዴዎች	Näggadéwočč	
ነጋድራስ	Näggadras	
ነጐዴ	Nägodé	ነጎዴ
ነጐድጓድ	Nägodgʷd	ነጎድጓድ
ነጠረች	Näṭṭäräčč	
ነጠብጣብ	Näṭäbṭab	
ነጣቂ	Näṭaqi	
ነጥር	Näṭer	
ነጥብ	Näṭeb	
ነጥቦች	Näṭbočč	
ነጭ	Näč̣č̣	
ነጭናጫ	Näč̣nač̣č̣a	
ነጮ	Näč̣č̣o	
ነጸረ	Näṣṣärä	
ነጸብራቅ	Näṣäbraq	
ነጻ	Näṣa	
ነጻነት	Näṣannät	
ነፋሲት	Näfasit	
ነፋስ መውጫ	NäfasMäwč̣a	
ነፋሻ	Näffašša	
ነፍራቃ	Näfraqqa	
ነፍሰ ገዳይ	Näfsä-Gäday	
ነፍሳት	Näfsat	
ነፍስ	Näfs	
ነፍስ ወከው	NäfsWäkkäf	
ነፍስ ወከፍ	NäfsEäkkäf	
ነፍስ ገዳይ	Näfsä-Gäday	
ነፍሶ	Näfso	
ነፍጠኛ	Näṭäñña	
ነፍጥ	Näfṭ	
ነፍጥ	Näfṭ	
ኑማን	Numan	
ኑረዲን	Nuräddin	
ኑሩ	Nuru	
ኑሪ	Nuri	
ኑሪያ	Nuriya	
ኑር	Nur	
ኑሮ	Nuro	
ኑዛዜ	Nuzzazé	
ኑፋቄ	Nufaqé	
ኒማን	Niman	
ኒሻን	Nišan	
ኒቆዲሞስ	Niqodimos	
ኒነት	Kinät	
ኒያላ	Niyala	
ናሁ ሰናይ	NahuSännay	
ናሁሰናይ	NahuSännay	
ናሆም	Nahom	
ናላ	Nala	
ናሙና	Namuna	
ናርዶስ	Naredos	
ናርጅ	Narj	
ናስ	Nas	
ናስር	Naser	
ናቄ	Naqé	
ናቅፋ	Naqfa	
ናቡከደነጾር	Nabukädänäṣor	
ናትራ	Natra	
ናትናኤል	Natna'él	
ናኣድ	Na'od	
ናኦድ	Na'od	
ናዝራዊ	Nazrawi	
ናዝሬት	Nazrét	
ናይዝጊ	Nayzgi	
ናደው	Nadäw	
ናጂ	Naji	
ናጫ	Nač̣č̣a	
ንረዮ	Nere'äyyo	
ንርእዮ	Nere'äyyo	
ንሰብሆ	Nesébbeho	
ንሴብሆ	Nesébbeho	
ንስጥሮስ	Nesṭeros	
ንሽ	Nešš	
ንቁ	Nequ	
ንቃቃት	Neqaqat	
ንቃተ ህሊና	Neqatä-Hellina	
ንቃት	Neqat	
ንቅሳት	Neqqesat	
ንቅናቄ	Neqennaqé	
ንበርጋ	Nebärga	
ንቢይ	Näbiyy	
ንባቡ	Nebabu	
ንባብ	Nebab	
ንብ	Neb	
ንብረት	Nebrät	
ንኡስ	Ne'us	
ንክ	Nek	
ንዋየ	Newayä	
ንዋይ	Neway	
ንዳደ	Nedad	
ንዳድ	Nedad	
ንዴት	Neddét	
ንድፈ	Nedfä-	
ንድፍ	Nedef	
ንጉማ	Neguma	
ንጉሩ	Neguru	
ንጉሰ	Negusä-	
ንጉሱ	Negusu	
ንጉሳዊ	Negusawi	
ንጉሳይ	Negusay	
ንጉሴ	Negusé	
ንጉስ	Negus	
ንጋቱ	Negatu	
ንጋት	Negat	
ንጋቷ	Negatʷ	
ንግስተ	Negestä-	
ንግስቲ	Negesti	
ንግስት	Negest	
ንግድ	Negd	
ንግግር	Negegger	
ንጣፍ	Neṭaf	
ንጥረ	Neträ-	
ንጥር	Neṭer	
ንጥቂያ	Neṭqiya	
ንጹሄ	Neṣuhé	
ንጹህ	Neṣuh	
ንጽህና	Neṣehenna	
ንፉግ	Nefug	
ንፍሮ	Nefro	
ንፍቀ	Nefqä-	
ንፍቅ	Nefq	
ንፍታሌም	Neftalém	
ንፍጥ	Nefṭ	
ንፍፊት	Nefeffit	
ኖህ	Noh	
ኖላዊ	Nolawi	
ኖራ	Nora	
ኖባ	Noba	
አሀዝ	Ahäz	
አሀዱ	Ahädu	
አሁን	Ahun	
አህመዲን	Ahmädin	
አህመድ	Ahmäd	
አህሙ	Ahmu	
አህያ	Aheyya	
አህያ ፈጅ	AheyyaFäjj	
አህደሮም	Ahdärom	
አህጉራዊ	Ahegurawi	
አህጉር	Ahegur	
አህጽሮተ	Ahṣerotä-	
አለ	Alä	
አለላ	Aläla	
አለሌ	Alälé	
አለልኝ	Allälleññ	
አለሎ	Alällo	
አለማሁ	Alämmahu	
አለማሽ	Alämaš	
አለም	Aläm	
አለምንህ	Alamneh	
አለባቸው	Alläbaččäw	
አለብላቢት	Aläblabit	
አለንጋ	Alänga	
አለኝታ	Alläñta	
አለካክ	Alläkak	
አሉ ባልታ	Alu-Balta	
አሉላ	Alula	
አሉብልታ	Alu-Balta	
አሉታ	Aluta	
አሊ	Ali	
አሊ ሚራህ	Ali-Mirah	
አሊ አምረው	Ali-Amerräw	
አሊ ጋዝ	Ali-Gaz	
አሊያ ነሽ	AliyaNäš	
አሊፍ	Aléf	
አላማጣ	Allamaṭa	
አላምረው	Alamerräw	
አላምንህ	Alamneh	
አላሰቡ	Alassäbu	
አላባ	Alaba	
አላባ ቁሊቶ	AlabaQullito	
አላድ	Alad	
አሌፍ	Aléf	
አል አሚን	Al-Amin	
አል አሜን	Al-Amin	
አልማማው	Almamaw	
አልማው	Almaw	
አልማዝ	Almaz	
አልሞት ባይ	Almot-Bay	
አልሞት ባይ	Almot-Bay	
አልቃሽ	Alqaš	
አልቅት	Alqett	
አልቅትት	Alqett	
አልባ	Alba	
አልባሳት	Albasat	
አልባቤ	Albabé	
አልባብ	Albab	
አልባነት	Albannät	
አልብቤ	Albabé	
አልቦ	Albo	
አልቦ	Albo	
አልቲት	Altit	
አልታሽ	Altaššä	
አልታየ	Altayyä	
አልታዩ	Altayyé	
አልታዬ	Altayyé	
አልትዩ	Altayyé	
አልአዛር	Al'äzar	
አልዩ	Aleyyu	
አልጋ	Alga	
አልጋ ነሽ	AlgaNäš	
አልጣሽ	Aleṭaš	
አልጫ	Alleč̣č̣a	
አመሀ የስ	Ammehä-Yyäs	
አመሄ	Amähé	
አመለ	Amälä-	
አመለኛ	Amäläñña	
አመለጥ	Amälläṭ	
አመልሳ	Amälsa	
አመልካች	Amälkač	
አመራር	Ammärar	
አመራሮ	Amäraro	
አመርጋ	Amärga	
አመነ	Ammänä	
አመኑ	Ammänu	
አመንሲሳ	Amänsissa	
አመንሲስ	Amänsissa	
አመንዝራ	Amänzera	
አመክሮ	Amäkkero	
አመዘነች	Amäzzänäčč	
አመዳም	Amädam	
አመዳይ	Amäday	
አመዴ	Amädé	
አመድ	Amäd	
አመጣጥ	Ammäṭaṭ	
አመጸኛ	Amäṣäñña	
አመጽ	Amäṣ	
አሙካ	Amukka	
አሚር	Amir	
አሚነ	Aminä-	
አሚኑ	Aminu	
አሚና	Amina	
አሚን	Amin	
አማላጅ	Ammalaj	
አማረ	Amarä	
አማረች	Amaräčč	
አማራ	Amara	
አማራጭ	Ammarač̣	
አማሬሳ	Ammarréssa	
አማርኛ	Amareñña	
አማት	Amat	
አማች	Amač	
አማኑኤል	Amanu'él	
አማን	Aman	
አማአክለ	Ama'ekälä	
አማእከለ	Ama'ekälä	
አማከለች	Amakkäläčč	
አማካሪ	Ammakari	
አማካይ	Ammakay	
አሜን	Amén	
አሜከላ	Amékäla	
አምሀ	Ammehä	
አምሀ የስ	AmmehäYyäs	
አምሄ	Amähé	
አምለሰት	Amläsät	
አምላኪ	Amlaki	
አምላክ	Amlak	
አምላክነት	Amlakennät	
አምልኮ	Amleko	
አምልኮት	Amlekot	
አምራች	Amrač	
አምሳለ	Amsalä	
አምሳለች	Amsaläčč	
አምሳሉ	Amsalu	
አምሳያ	Amsayya	
አምስተኛ	Ammestäñña	
አምስት	Ammest	
አምሾ	Amšo	
አምበሉ	Ambälu	
አምበል	Ambäl	
አምበርበር	Ambärber	
አምበርብር	Ambärber	
አምበዛ	Ambazza	
አምቡላ	Ambulla	
አምባ ላይ	Amba Lay	
አምባ ላጌ	Ambalagé	
አምባ ቄጦ	Amba Qéṭo	
አምባ ገነን	Amba Gännän	
አምባ ገነንነት	Amba Gännänennät	
አምባ ጓሮ	Amba Gʷro	
አምባር	Ambar	
አምባሻ	Ambašša	
አምባቸው	Ambaččäw	
አምባው	Ambaw	
አምባዛ	Ambazza	
አምባዬ	Ambayé	
አምቦ	Ambo	
አምና	Amna	
አምደ	Amdä-	
አምደ የሱስ	Amdä-Yyäsus	
አምዴ	Amdé	
አምድ	Amd	
አምዶም	Amdom	
አሞሌ	Amolé	
አሞራ	Amora	
አሞተ ቢስ	Amotä-Bis	
አሞተ ኩሩ	Amotä-Kuru	
አሞት	Amot	
አሞጭ	Amoč̣	
አሞጽ	Amoṣ	
አረሆ	Aräho	
አረመኔ	Arämäné	
አረማሞ	Arämamo	
አረማዊ	Arämawi	
አረም	Aräm	
አረሩ	Aräru	
አረስእት	Are'est	
አረቄ	Aräqi	
አረቦ	Aräbo	
አረቦን	Aräbon	
አረንዛ	Aränza	
አረንጓዴ	Arängʷdé	
አረዳ	Arädda	
አረጋ	Arägga	
አረጋሽ	Aräggš	
አረጋኸኝ	Aräggak̃äññ	
አረጋዊ	Arägawi	
አረጋይ	Arägay	
አረግ	Aräg	
አረጓ	Arägʷ	
አረጣ	Araṭa	
አረፈ	Arräfä	
አረፈ ኣይኔ	ArräfäAyné	
አረፋ	Aräfa	
አሩሲ	Arusi	
አሩት	Arut	
አራሙቻ	Arramučča	
አራሚ	Arrami	
አራራይ	Araray	
አራስ	Aras	
አራሽ	Araš	
አራቢ	Arrabi	
አራባ	Arraba	
አራተኛ	Arattäñña	
አራት	Aratt	
አራዊት	Arawitt	
አራዳ	Arada	
አራጅ	Araj	
አራጋው	Arragaw	
አራጣ	Araṭa	
አሬራ	Aréra	
አሬው	Feréw	
አርማ	Arma	
አርምሞ	Armemo	
አርምዴ	Armedé	
አርሲ	Arsi	
አርስጣጣሊስ	Aresṭaṭalis	
አርሶ አደር	Arso-Addär	
አርሽም	Aršem	
አርበኛ	Arbäñña	
አርበኞች	Arbäññočč	
አርቢ	Arbi	
አርባ	Arba	
አርባ ምንጭ	Arba Menč̣	
አርባጫ	Arbač̣č̣a	
አርብ	Arb	
አርነት	Arennät	
አርአያ	Ar'äya	
አርእስት	Are'est	
አርዌ	Arwé	
አርያም	Areyam	
አርዮስ	Areyos	
አርድእት	Arde'et	
አርጃኖ	Arjano	
አርጆ	Arjo	
አርጋኖን	Arganon	
አርጋው	Argaw	
አርጐባ	Argobba	
አርጩሜ	Arč̣ummé	
አርፍጮ	Arfeč̣č̣o	
አሮንቃ	Aronqa	
አሮጊት	Arogit	
አሮጌ	Arogé	
አሰለጥ	Asälläṭ	
አሰለፈች	Assälläfäčč	
አሰለፍ	Assälläf	
አሰላ	Assälla	
አሰልፍ	Assällef	
አሰማ	Asama	
አሰማኸኝ	Assämmak̃äññ	
አሰሜ	Assämé	
አሰሪ	Assärri	
አሰሳ	Asäsa	
አሰስ ገሰስ	Asäs Gäsäs	
አሰበ	Asbä	
አሰበ ተፈሪ	Asäbä-Täfäri	
አሰብ	Assäb	
አሰቦ	Asäbo	
አሰቦት	Asäbot	
አሰን	Asän	
አሰንዳቦ	Asändabo	
አሰገሰች	Assäggädäčč	
አሰገደች	Assäggädäčč	
አሰጋሽ	Asäggaš	
አሰግደው	Assäggedäw	
አሰግድ	Assägged	
አሰፉ	Asäffu	
አሰፋ	Asäffa	
አሰፋሽ	Asäffaš	
አሰፋች	Asäffačč	
አሲምባ	Asimba	
አሲዳም	Asidam	
አሳ	Asa	
አሳልፍ	Asallef	
አሳመረ	Asammärä	
አሳመነች	Asammänäčč	
አሳማ	Asama	
አሳምነው	Asammenäw	
አሳረኛ	Asaräñña	
አሳሽ	Assaš	
አሳብ	Assab	
አሳታሚ	Asattami	
አሳቻ	Assačča	
አሳየኸኝ	Asayyäk̃äññ	
አሳየኽኝ	Asayyäk̃äññ	
አሳይታ	Asayta	
አሳዳሪ	Asaddari	
አሳዳጅ	Assadaj	
አሳዳጊ	Asaddagi	
አሳፋሪ	Asaffari	
አስለቃሽ	Asläqqaš	
አስላ	Assälla	
አስልቃሽ	Asläqqaš	
አስልፍ	Assällef	
አስመላሽ	Asmällaš	
አስመረት	Asmärät	
አስመሪና	Asmärina	
አስመራ	Asmära	
አስመሮም	Asmärom	
አስመነች	Asammänäčč	
አስመጭና	Asmäččenna-	
አስማማው	Asmamaw	
አስማረ	Asmarä	
አስማተኛ	Asmatäñña	
አስማት	Asmat	
አስማይት	Asmayet	
አስሜ	Assämé	
አስምራቸው	Asmeraččäw	
አስረሳኸን	Asrässak̃äññ	
አስረሳኸኝ	Asrässak̃äññ	
አስረስ	Asräss	
አስረኛ	Asseräñña	
አስረጅ	Asräjj	
አስረግደው	Asräggedäw	
አስራተ	Asrat	
አስራቴ	Asraté	
አስራት	Asrat	
አስራጋ	Asraga	
አስር	Asser	
አስቦት	Asäbot	
አስተላላፊ	Astälalafi	
አስተርእዮ	Astär'eyo	
አስተርጓሚ	Astärgʷmi	
አስተሳሰብ	Astäsasäb	
አስተባባሪ	Astäbabari	
አስተናባሪ	Astänabari	
አስተናጋጅ	Astänagaj	
አስተናግር	Astänager	
አስተካካይ	Astäkakay	
አስተዋይ	Astäway	
አስተዋጽኣ	Astäwaṣe'o	
አስተዋጽኦ	Astäwaṣe'o	
አስተያየት	Astäyayät	
አስተዳር	Estädar	
አስተዳደር	Astädadär	
አስተዳደግ	Astädadäg	
አስተዳዳሪ	Astädadari	
አስተድዳሪ	Astädadari	
አስታ	Asta	
አስታማሚ	Astamami	
አስታጥቄ	Astaṭqé	
አስቴር	Astér	
አስትላላፊ	Astälalafi	
አስትረእዮ	Astär'eyo	
አስትናባሪ	Astänabari	
አስትናጋጅ	Astänagaj	
አስቸጋረ	Asčäggari	
አስቸጋሪ	Asčäggari	
አስቻለው	Asčaläw	
አስናቀ	Asnaqä	
አስናቀች	Asnaqäčč	
አስንቀ	Asnaqä	
አስከልካይ	Askälkay	
አስከሬን	Askärén	
አስኪያጅ	Askiyaj	
አስካለ	Askalä	
አስካል	Askal	
አስክልካይ	Askälkay	
አስኳል	Askʷl	
አስገባረ	Asgäbbari	
አስገባሪ	Asgäbbari	
አስገዶም	Asgädom	
አስጨናቂ	Asč̣ännaqi	
አስጨንቀው	Asč̣änneqäw	
አስፈሪ	Asfärri	
አስፈራቸው	Asfärraččäw	
አስፋ ወሰን	Asfa-Wäsän	
አስፋው	Asfaw	
አስፍሀ	Asfehä	
አሸባሪ	Aššäbbari	
አሸብር	Aššäbber	
አሸቦ	Ašabo	
አሸነ	Aššänä	
አሸናፊ	Aššännafi	
አሸንክታብ	Ašänketab	
አሸንዳ	Ašända	
አሸንጌ	Ašängé	
አሸዋ	Ašäwa	
አሹቅ	Ašuq	
አሻሚ	Aššami	
አሻራ	Ašara	
አሻሮ	Ašaro	
አሻሻ	Ašaša	
አሻሻጭ	Aššašač̣	
አሻንጉሊት	Ašangullit	
አሻገረች	Aššaggäräčč	
አሻግሬ	Aššagré	
አሻጥረኛ	Ašaṭeräñña	
አሻጥር	Ašaṭer	
አሽሙር	Ašmur	
አሽሟጣጭ	Ašmʷṭač̣	
አሽብራቂ	Ašäbraqi	
አሽብር	Aššäbber	
አሽኔ	Aššené	
አሽከር	Aškär	
አሽከርካረ	Aškärkari	
አሽከርካሪ	Aškärkari	
አሽከርካሪዎች	Aškärkariwočč	
አሽካኪታ	Aškakitta	
አሽክላ	Aškella	
አሽክት	Aškett	
አቀበት	Aqäbät	
አቀባባይ	Aqqäbabay	
አቀባይ	Aqäbbay	
አቀንቃኝ	Aqänqaññ	
አቀፍ	Aqqäf	
አቁባ	Aquba	
አቃቂ	Aqaqi	
አቃቂር	Aqaqir	
አቃቅማ	Aqaqma	
አቃቢ	Aqqabi	
አቃቢት	Aqqabit	
አቃቤ	Aqqabé	
አቃጣሪ	Aqqaṭari	
አቅመ ቢስ	Aqmä-Bis	
አቅማዳ	Aqmada	
አቅም	Aqm	
አቅራቢያ	Aqrabbiya	
አቅቢ	Aqqabi	
አቅኚ	Aqñi	
አቅድ	Eqqed	
አቅጣጫ	Aqṭač̣č̣a	
አቆልቋይ	Aqolqʷy	
አቆማዳ	Aqomada	
አቆርዳት	Aqqordat	
